D&C 20th Century	20th Century	Death & Co	Beefeater London Dry Gin  1.5	oz
PDT El Burro	El Burro	The PDT Cocktail Book	Lime	.75	oz
PDT El Burro	El Burro	The PDT Cocktail Book	Pineapple	.75	oz
PDT El Burro	El Burro	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT El Burro	El Burro	The PDT Cocktail Book	Vieux Pontarlier Absinthe	.25	oz
PDT El Diablo	El Diablo	The PDT Cocktail Book	Siembra Azul Blanco Tequila	2	oz
PDT El Diablo	El Diablo	The PDT Cocktail Book	Ginger Beer	1	oz
PDT El Diablo	El Diablo	The PDT Cocktail Book	Theuriet Crème de Cassis Liqueur	.75	oz
PDT El Diablo	El Diablo	The PDT Cocktail Book	Lemon	.75	oz
PDT El Molino	El Molino	The PDT Cocktail Book	Sombra Mezcal	1.75	oz
PDT El Molino	El Molino	The PDT Cocktail Book	Lustau Palo Cortado Sherry	.75	oz
PDT El Molino	El Molino	The PDT Cocktail Book	St. Elizabeth Allspice Dram Liqueur	.25	oz
PDT El Molino	El Molino	The PDT Cocktail Book	Marie Brizard White Crème de Cacao Liqueur	.25	oz
PDT El Puente	El Puente	The PDT Cocktail Book	José Cuervo Platino Tequila	1.5	oz
PDT El Puente	El Puente	The PDT Cocktail Book	Grapefruit	.75	oz
PDT El Puente	El Puente	The PDT Cocktail Book	Martini Bianco Vermouth	.5	oz
PDT El Puente	El Puente	The PDT Cocktail Book	St-Germain Elderflower Liqueur	.5	oz
PDT El Puente	El Puente	The PDT Cocktail Book	Graperfruit	1	twist
PDT Ephemeral	Ephemeral	The PDT Cocktail Book	Ransom Old Tom Gin	2	oz
PDT Ephemeral	Ephemeral	The PDT Cocktail Book	Dolin Blanc Vermouth	1	oz
PDT Ephemeral	Ephemeral	The PDT Cocktail Book	St-Germain Elderflower Liqueur	1	barspoon
PDT Ephemeral	Ephemeral	The PDT Cocktail Book	Bitter Truth Celery Bitters	1	dash
PDT Ephemeral	Ephemeral	The PDT Cocktail Book	Graperfruit	1	twist
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Appleton Estate Reserve Rum	2	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Illy Espresso Liqueur	.5	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Lime	.5	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Pineapple	.5	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Orange	.5	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Boiron Passion Fruit Purée	.5	oz
PDT Espresso Bongo	Espresso Bongo	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Falling Leaves	Falling Leaves	The PDT Cocktail Book	Dr. Konstantin Frank Dry Riesling Wine	2	oz
PDT Falling Leaves	Falling Leaves	The PDT Cocktail Book	Clear Creek Pear Brandy	1	oz
PDT Falling Leaves	Falling Leaves	The PDT Cocktail Book	Marie Brizard Orange Curaçao Liqueur	.5	oz
PDT Falling Leaves	Falling Leaves	The PDT Cocktail Book	Honey Syrup	.25	oz
PDT Falling Leaves	Falling Leaves	The PDT Cocktail Book	Peychaud’s Bitters	3	dash
PDT Field Cocktail	Field Cocktail	The PDT Cocktail Book	Pierre Ferrand Ambre Cognac	2	oz
PDT Field Cocktail	Field Cocktail	The PDT Cocktail Book	Noilly Prat Dry Vermouth	1	oz
PDT Field Cocktail	Field Cocktail	The PDT Cocktail Book	Pineapple	.75	oz
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Bulleit Bourbon Whiskey	2	oz
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Lemon	.75	oz
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Luxardo Amaretto Liqueur	.25	oz
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	St. Dalfour Fig Jam	1	barspoon
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Orange	1	twist
PDT Figetaboutit	Figetaboutit	The PDT Cocktail Book	Brandied Cherry	3	unit
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Gosling’s Black Seal Rum	1.5	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Pierre Ferrand Ambre Cognac	.5	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Mathilde Pêche Liqueur	.5	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Lemon	.5	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Lime	.25	oz
PDT Fish House Punch	Fish House Punch	The PDT Cocktail Book	Nutmeg	1	grating
PDT Flora Astoria	Flora Astoria	The PDT Cocktail Book	Hendrick’s Gin	2	oz
PDT Flora Astoria	Flora Astoria	The PDT Cocktail Book	Dolin Blanc Vermouth	.5	oz
PDT Flora Astoria	Flora Astoria	The PDT Cocktail Book	Dolin Dry Vermouth	.5	oz
PDT Flora Astoria	Flora Astoria	The PDT Cocktail Book	John D. Taylor’s Velvet Falernum Liqueur	1	barspoon
PDT Flora Astoria	Flora Astoria	The PDT Cocktail Book	Lavender Tincture	4	dash
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Clear Creek Plum Brandy	.75	oz
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Bols Genever	.75	oz
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Crème Yvette Liqueur	.5	oz
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Lemon	.5	oz
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Pineapple	.5	oz
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Luxardo Maraschino Liqueur	1	barspoon
PDT Flying Dutchman	Flying Dutchman	The PDT Cocktail Book	Brandied Cherry	1	unit
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Lemon	1.5	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Bacardi 8 Rum	1	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Orange	.75	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Tanqueray No. 10 Gin	.5	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Orgeat	.5	oz
PDT Fog Cutter	Fog Cutter	The PDT Cocktail Book	Cream Sherry	.5	oz (float)
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Mount Gay X.O. Rum	1.5	oz
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Aperol Liqueur	.5	oz
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Dubonnet Rouge Aperitif Wine	.5	oz
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Lustau Manzanilla Sherry	.5	oz
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Marie Brizard Dark Crème de Cacao Liqueur	1	barspoon
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Fee Brothers Rhubarb Bitters	1	dash
PDT Foreign Legion	Foreign Legion	The PDT Cocktail Book	Orange	1	twist
PDT Framboise Fizz	Framboise Fizz	The PDT Cocktail Book	Siete Leguas Reposado Tequila	1.5	oz
PDT Framboise Fizz	Framboise Fizz	The PDT Cocktail Book	Marie Brizard White Crème de Cacao Liqueur	.75	oz
PDT Framboise Fizz	Framboise Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT Framboise Fizz	Framboise Fizz	The PDT Cocktail Book	Oud Beersel Framboise	2	oz
PDT Frankfort Rose	Frankfort Rose	The PDT Cocktail Book	Hibiscus-Infused Bernheim Wheat Whiskey	2	oz
PDT Frankfort Rose	Frankfort Rose	The PDT Cocktail Book	Lemon	.75	oz
PDT Frankfort Rose	Frankfort Rose	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Frankfort Rose	Frankfort Rose	The PDT Cocktail Book	Egg	1	white
PDT Frankfort Rose	Frankfort Rose	The PDT Cocktail Book	Lemon	1	twist
PDT French 75	French 75	The PDT Cocktail Book	Tanqueray No. 10 Gin	1	oz
PDT French 75	French 75	The PDT Cocktail Book	Lemon	.5	oz
PDT French 75	French 75	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT French 75	French 75	The PDT Cocktail Book	Lemon	1	twist
PDT French Maid	French Maid	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1.5	oz
PDT French Maid	French Maid	The PDT Cocktail Book	Ginger Beer	1	oz
PDT French Maid	French Maid	The PDT Cocktail Book	Lime	.75	oz
PDT French Maid	French Maid	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT French Maid	French Maid	The PDT Cocktail Book	John D. Taylor’s Velvet Falernum Liqueur	.25	oz
PDT French Maid	French Maid	The PDT Cocktail Book	Cucumber	4	slices
PDT French Maid	French Maid	The PDT Cocktail Book	Mint	7	leaves
PDT Fresa Verde	Fresa Verde	The PDT Cocktail Book	Gran Centenario Blanco Tequila	2	oz
PDT Fresa Verde	Fresa Verde	The PDT Cocktail Book	Lime	.75	oz
PDT Fresa Verde	Fresa Verde	The PDT Cocktail Book	Al Wadi Pomegranate Molasses	.25	oz
PDT Fresa Verde	Fresa Verde	The PDT Cocktail Book	Strawberry	2	unit
PDT Fresa Verde	Fresa Verde	The PDT Cocktail Book	Green Bell Pepper	2	thin slices
PDT Frisco	Frisco	The PDT Cocktail Book	Old Potrero Hotaling’s Rye Whiskey	2	oz
PDT Frisco	Frisco	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Frisco	Frisco	The PDT Cocktail Book	Lemon	1	twist
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Compass Box Asyla Scotch Whisky	1.25	oz
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Clear Creek Pear Brandy	.75	oz
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Grapefruit	.75	oz
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Amaro Averna Liqueur	.5	oz
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Fee Brothers Grapefruit Bitters	2	dash
PDT Gilchrist	Gilchrist	The PDT Cocktail Book	Lemon	1	twist
PDT Gimlet	Gimlet	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Gimlet	Gimlet	The PDT Cocktail Book	Lime Cordial	.75	oz
PDT Gimlet	Gimlet	The PDT Cocktail Book	Lime	.75	oz
PDT Gin & Tonic	Gin & Tonic	The PDT Cocktail Book	Club Soda	3.5	oz
PDT Gin & Tonic	Gin & Tonic	The PDT Cocktail Book	Tanqueray No. 10 Gin	2	oz
PDT Gin & Tonic	Gin & Tonic	The PDT Cocktail Book	Tonic Syrup	.75	oz
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	Rhum Clément V.S.O.P.	1	oz
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	Mãe de Ouro Cachaça	1	oz
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	Lime	.75	oz
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	Lustau Pedro Ximénez Sherry	.5	oz
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	St. Elizabeth Allspice Dram Liqueur	1	barspoon
PDT Girl From Jerez	Girl From Jerez	The PDT Cocktail Book	Nutmeg  1 grating
PDT Gold Coast	Gold Coast	The PDT Cocktail Book	Karlsson’s Gold Vodka	2	oz
PDT Gold Coast	Gold Coast	The PDT Cocktail Book	Carlshamns Flaggpunsch Liqueur	.5	oz
PDT Gold Coast	Gold Coast	The PDT Cocktail Book	Dill	1	sprig
PDT Gold Coast	Gold Coast	The PDT Cocktail Book	Black Peppercorns	4	unit
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Golden Star Sparkling White Jasmine Tea	3	oz
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Krogstad Aquavit	2	oz
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Pineapple	.75	oz
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Cucumber	4	slices
PDT Golden Star Fizz	Golden Star Fizz	The PDT Cocktail Book	Dill	1	sprig
PDT Gold Rush	Gold Rush	The PDT Cocktail Book	Elijah Craig 12-Year Bourbon Whiskey	2	oz
PDT Gold Rush	Gold Rush	The PDT Cocktail Book	Honey Syrup	1	oz
PDT Gold Rush	Gold Rush	The PDT Cocktail Book	Lemon	.75	oz
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Southampton Pumpkin Ale Beer	2	oz
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	1	oz
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	1	oz
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Grade B Maple Syrup	.5	oz
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Egg	1	entire
PDT Great Pumpkin	Great Pumpkin	The PDT Cocktail Book	Nutmeg	1	grating
PDT Green Deacon	Green Deacon	The PDT Cocktail Book	Plymouth Gin	1.5	oz
PDT Green Deacon	Green Deacon	The PDT Cocktail Book	Grapefruit	1	oz
PDT Green Deacon	Green Deacon	The PDT Cocktail Book	Plymouth Sloe Gin Liqueur	.75	oz
PDT Green Harvest	Green Harvest	The PDT Cocktail Book	Chilled Brewed Hibiscus Tea	2	oz
PDT Green Harvest	Green Harvest	The PDT Cocktail Book	José Cuervo Platino Tequila	1.5	oz
PDT Green Harvest	Green Harvest	The PDT Cocktail Book	Green Chartreuse Liqueur	.5	oz
PDT Green Harvest	Green Harvest	The PDT Cocktail Book	Concord Grape	7	unit
PDT Greenpoint	Greenpoint	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Greenpoint	Greenpoint	The PDT Cocktail Book	Punt e Mes Sweet Vermouth	1	oz
PDT Greenpoint	Greenpoint	The PDT Cocktail Book	Yellow Chartreuse Liqueur	1	barspoon
PDT Greenpoint	Greenpoint	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Hanky Panky	Hanky Panky	The PDT Cocktail Book	Beefeater London Dry Gin	2	oz
PDT Hanky Panky	Hanky Panky	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	1.5	oz
PDT Hanky Panky	Hanky Panky	The PDT Cocktail Book	Fernet-Branca Liqueur	.25	oz
PDT Hanky Panky	Hanky Panky	The PDT Cocktail Book	Orange  1	twist
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	1.5	oz
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	1	oz
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	.5	oz
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Green Chartreuse Liqueur	.25	oz
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Abbott’s Bitters	3	dash
PDT Harvest Moon	Harvest Moon	The PDT Cocktail Book	Orange  1	twist
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	1.5	oz
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Martini Sweet Vermouth	.5	oz
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Cherry Heering Liqueur	.5	oz
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Lemon	.5	oz
PDT Harvest Sling	Harvest Sling	The PDT Cocktail Book	Ginger Beer	.5	oz
PDT Heirloom	Heirloom	The PDT Cocktail Book	Hayman’s Old Tom Gin	1.5	oz
PDT Heirloom	Heirloom	The PDT Cocktail Book	Cynar Liqueur	.5	oz
PDT Heirloom	Heirloom	The PDT Cocktail Book	Lime	.5	oz
PDT Heirloom	Heirloom	The PDT Cocktail Book	Strega Liqueur	.25	oz
PDT Heirloom	Heirloom	The PDT Cocktail Book	Concord Grape	7	unit
PDT Heirloom	Heirloom	The PDT Cocktail Book	Absinthe	1	rinse
PDT Hemingway Daiquiri	Hemingway Daiquiri	The PDT Cocktail Book	Banks 5 Island Rum	2	oz
PDT Hemingway Daiquiri	Hemingway Daiquiri	The PDT Cocktail Book	Lime	.75	oz
PDT Hemingway Daiquiri	Hemingway Daiquiri	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.5	oz
PDT Hemingway Daiquiri	Hemingway Daiquiri	The PDT Cocktail Book	Grapefruit	.5	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	Bols Genever	1.5	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	Channing Daughters Scuttlehole Chardonnay Wine	1	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	Lemon	.5	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	van Oosten Batavia Arrack	.25	oz
PDT Henry Hudson	Henry Hudson	The PDT Cocktail Book	Nutmeg  1 grating
PDT Honeymoon Cocktail	Honeymoon Cocktail	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Honeymoon Cocktail	Honeymoon Cocktail	The PDT Cocktail Book	Marie Brizard Orange Curaçao Liqueur	.5	oz
PDT Honeymoon Cocktail	Honeymoon Cocktail	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Honeymoon Cocktail	Honeymoon Cocktail	The PDT Cocktail Book	Lemon	.5	oz
PDT Hot Buttered Pisco	Hot Buttered Pisco	The PDT Cocktail Book	Water	6	oz
PDT Hot Buttered Pisco	Hot Buttered Pisco	The PDT Cocktail Book	Spiced Macchu Pisco	2	oz
PDT Hot Buttered Pisco	Hot Buttered Pisco	The PDT Cocktail Book	Vanilla Butter	1	barspoon
PDT Hot Buttered Pisco	Hot Buttered Pisco	The PDT Cocktail Book	Nutmeg  1 grating
PDT Hotel D’alsace	Hotel D’alsace	The PDT Cocktail Book	Bushmills Irish Whiskey	2	oz
PDT Hotel D’alsace	Hotel D’alsace	The PDT Cocktail Book	Cointreau Liqueur	.5	oz
PDT Hotel D’alsace	Hotel D’alsace	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Hotel D’alsace	Hotel D’alsace	The PDT Cocktail Book	Rosemary	1	sprig
PDT Hotel Nacional Special	Hotel Nacional Special	The PDT Cocktail Book	Bacardi 8 Rum	2	oz
PDT Hotel Nacional Special	Hotel Nacional Special	The PDT Cocktail Book	Pineapple	1	oz
PDT Hotel Nacional Special	Hotel Nacional Special	The PDT Cocktail Book	Lime	.5	oz
PDT Hotel Nacional Special	Hotel Nacional Special	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Hotel Nacional Special	Hotel Nacional Special	The PDT Cocktail Book	Rothman & Winter Orchard Apricot Liqueur	.25	oz
PDT Imperial Blueberry Fizz	Imperial Blueberry Fizz	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1.5	oz
PDT Imperial Blueberry Fizz	Imperial Blueberry Fizz	The PDT Cocktail Book	Crème Yvette Liqueur	.5	oz
PDT Imperial Blueberry Fizz	Imperial Blueberry Fizz	The PDT Cocktail Book	Blueberry	2	tbsp
PDT Imperial Blueberry Fizz	Imperial Blueberry Fizz	The PDT Cocktail Book	Moët Imperial Champagne	2.5	oz
PDT Imperial Silver Corn Fizz	Imperial Silver Corn Fizz	The PDT Cocktail Book	George Dickel No. 12 Tennessee Whisky	1.5	oz
PDT Imperial Silver Corn Fizz	Imperial Silver Corn Fizz	The PDT Cocktail Book	Corn Water	1	oz
PDT Imperial Silver Corn Fizz	Imperial Silver Corn Fizz	The PDT Cocktail Book	Honey Syrup	.5	oz
PDT Imperial Silver Corn Fizz	Imperial Silver Corn Fizz	The PDT Cocktail Book	Egg	1	white
PDT Imperial Silver Corn Fizz	Imperial Silver Corn Fizz	The PDT Cocktail Book	Moët Imperial Champagne	1	oz
PDT Improved Whiskey Cocktail	Improved Whiskey Cocktail	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Improved Whiskey Cocktail	Improved Whiskey Cocktail	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.25	oz
PDT Improved Whiskey Cocktail	Improved Whiskey Cocktail	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Improved Whiskey Cocktail	Improved Whiskey Cocktail	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Improved Whiskey Cocktail	Improved Whiskey Cocktail	The PDT Cocktail Book	Lemon	1	twist
PDT Jack Rose	Jack Rose	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Jack Rose	Jack Rose	The PDT Cocktail Book	Lemon	.75	oz
PDT Jack Rose	Jack Rose	The PDT Cocktail Book	Grenadine	.75	oz
PDT Japanese Courage	Japanese Courage	The PDT Cocktail Book	Kamoizumi “Shusen” Sake	6	oz
PDT Japanese Courage	Japanese Courage	The PDT Cocktail Book	Bols Genever	1	oz
PDT Japanese Courage	Japanese Courage	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.5	oz
PDT Japanese Courage	Japanese Courage	The PDT Cocktail Book	Ginger	.25	oz
PDT Japanese Courage	Japanese Courage	The PDT Cocktail Book	Honey Syrup	.25	oz
PDT Japanese Cocktail	Japanese Cocktail	The PDT Cocktail Book	Hine V.S.O.P. Cognac	2	oz
PDT Japanese Cocktail	Japanese Cocktail	The PDT Cocktail Book	Orgeat	.5	oz
PDT Japanese Cocktail	Japanese Cocktail	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Japanese Cocktail	Japanese Cocktail	The PDT Cocktail Book	Lemon	1	twist
PDT Jimmie Roosevelt	Jimmie Roosevelt	The PDT Cocktail Book	Rémy Martin V.S.O.P. Cognac	1	oz
PDT Jimmie Roosevelt	Jimmie Roosevelt	The PDT Cocktail Book	Angostura Bitters-soaked sugar cube	1	unit
PDT Jimmie Roosevelt	Jimmie Roosevelt	The PDT Cocktail Book	Green Chartreuse Liqueur	1	barspoon (float)
PDT Johnny Apple Collins	Johnny Apple Collins	The PDT Cocktail Book	Maker’s Mark Bourbon Whiskey	1.5	oz
PDT Johnny Apple Collins	Johnny Apple Collins	The PDT Cocktail Book	Schönauer Apfel Schnapps Liqueur	.75	oz
PDT Johnny Apple Collins	Johnny Apple Collins	The PDT Cocktail Book	Lemon	.75	oz
PDT Johnny Apple Collins	Johnny Apple Collins	The PDT Cocktail Book	The Bitter Truth Jerry Thomas Bitters	2	dash
PDT Johnny Apple Collins	Johnny Apple Collins	The PDT Cocktail Book	Bitter Lemon Soda	2	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	Macchu Pisco	1.5	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	St-Germain Elderflower Liqueur	.5	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	Lime	.5	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	Lemon	.5	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	Egg	1	white
PDT Judgment Day	Judgment Day	The PDT Cocktail Book	St. Elizabeth Allspice Dram	2	spritz
PDT Junior	Junior	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Junior	Junior	The PDT Cocktail Book	Lime	.75	oz
PDT Junior	Junior	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Junior	Junior	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Kansai Kick	Kansai Kick	The PDT Cocktail Book	Yamazaki 12-Year Japanese Single Malt Whisky	1.5	oz
PDT Kansai Kick	Kansai Kick	The PDT Cocktail Book	Blandy’s Sercial Madeira	.75	oz
PDT Kansai Kick	Kansai Kick	The PDT Cocktail Book	Lime	.75	oz
PDT Kansai Kick	Kansai Kick	The PDT Cocktail Book	Orgeat	.4	oz
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Dolin Dry Vermouth	1	oz
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Cocchi Americano Aperitif Wine	.75	oz
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Nonino Gioiello	.5	oz
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Clear Creek Pear Brandy	.25	oz
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Lemon Bitters	1	dash
PDT Kina Miele	Kina Miele	The PDT Cocktail Book	Grapefruit  1	twist
PDT King Bee	King Bee	The PDT Cocktail Book	Barsol Pisco Quebranta Brandy	1.5	oz
PDT King Bee	King Bee	The PDT Cocktail Book	Lemon	.75	oz
PDT King Bee	King Bee	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT King Bee	King Bee	The PDT Cocktail Book	Bärenjäger Liqueur	.5	oz
PDT King Bee	King Bee	The PDT Cocktail Book	Lustau Palo Cortado Sherry	.5	oz (float)
PDT Kin Kan	Kin Kan	The PDT Cocktail Book	Beefeater London Dry Gin	1.5	oz
PDT Kin Kan	Kin Kan	The PDT Cocktail Book	Kumquat Syrup	1	oz
PDT Kin Kan	Kin Kan	The PDT Cocktail Book	Lemon	.75	oz
PDT Kin Kan	Kin Kan	The PDT Cocktail Book	St-Germain Elderflower Liqueur	1	rinse
PDT Koyo	Koyo	The PDT Cocktail Book	Masumi “Okuden” Junmai Sake	2	oz
PDT Koyo	Koyo	The PDT Cocktail Book	Dubonnet Rouge Aperitif Wine	.5	oz
PDT Koyo	Koyo	The PDT Cocktail Book	Cynar Liqueur	.25	oz
PDT Koyo	Koyo	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.25	oz
PDT Koyo	Koyo	The PDT Cocktail Book	Lemon	1	twist
PDT Lacrimosa	Lacrimosa	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Lacrimosa	Lacrimosa	The PDT Cocktail Book	Luxardo Bitter Liqueur	.75	oz
PDT Lacrimosa	Lacrimosa	The PDT Cocktail Book	Amaro Ciociaro Liqueur	.75	oz
PDT Lacrimosa	Lacrimosa	The PDT Cocktail Book	Orange	1	flamed peel
PDT La Florida Cocktail	La Florida Cocktail	The PDT Cocktail Book	Banks 5 Island Rum	2	oz
PDT La Florida Cocktail	La Florida Cocktail	The PDT Cocktail Book	Lime	.75	oz
PDT La Florida Cocktail	La Florida Cocktail	The PDT Cocktail Book	Marie Brizard Crème de Cacao Liqueur	.5	oz
PDT La Florida Cocktail	La Florida Cocktail	The PDT Cocktail Book	Martini Sweet Vermouth	.25	oz
PDT La Florida Cocktail	La Florida Cocktail	The PDT Cocktail Book	Grenadine	1	barspoon
PDT Lake George	Lake George	The PDT Cocktail Book	Jameson Irish Whiskey	1	oz
PDT Lake George	Lake George	The PDT Cocktail Book	Glenlivet 12-Year Single Malt Scotch Whisky	1	oz
PDT Lake George	Lake George	The PDT Cocktail Book	Drambuie Liqueur	.5	oz
PDT Lake George	Lake George	The PDT Cocktail Book	Lemon	.5	oz
PDT La Louche	La Louche	The PDT Cocktail Book	Hendrick’s Gin	1.5	oz
PDT La Louche	La Louche	The PDT Cocktail Book	Lillet Rouge Aperitif Wine	1	oz
PDT La Louche	La Louche	The PDT Cocktail Book	Lime	.5	oz
